cod_ibge,nome_municipio,uf,populacao,ano_referencia
2508703,Mãe d'Água,PB,3599,2025
2508802,Malta,PB,6288,2025
2508901,Mamanguape,PB,46966,2025
2509008,Manaíra,PB,10699,2025
2509057,Marcação,PB,9537,2025
2509107,Mari,PB,22170,2025
2509156,Marizópolis,PB,7001,2025
2509206,Massaranduba,PB,14756,2025
2509305,Mataraca,PB,8650,2025
2509339,Matinhas,PB,4759,2025
2509370,Mato Grosso,PB,2584,2025
2509396,Maturéia,PB,6717,2025
2509404,Mogeiro,PB,14435,2025
2509503,Montadas,PB,6144,2025
2509602,Monte Horebe,PB,4429,2025
2509701,Monteiro,PB,33886,2025
2509800,Mulungu,PB,8909,2025
2509909,Natuba,PB,8935,2025
2510006,Nazarezinho,PB,7394,2025
2510105,Nova Floresta,PB,9840,2025
2510204,Nova Olinda,PB,5897,2025
2510303,Nova Palmeira,PB,4359,2025
2510402,Olho d'Água,PB,6059,2025
2510501,Olivedos,PB,3675,2025
2510600,Ouro Velho,PB,3000,2025
2510659,Parari,PB,1745,2025
2510709,Passagem,PB,2580,2025
2510808,Patos,PB,108104,2025
2510907,Paulista,PB,12172,2025
2511004,Pedra Branca,PB,3851,2025
2511103,Pedra Lavrada,PB,6980,2025
2511202,Pedras de Fogo,PB,31356,2025
2511301,Piancó,PB,17088,2025
2511400,Picuí,PB,18862,2025
2511509,Pilar,PB,12889,2025
2511608,Pilões,PB,6974,2025
2511707,Pilõezinhos,PB,5539,2025
2511806,Pirpirituba,PB,9411,2025
2511905,Pitimbu,PB,17166,2025
2512002,Pocinhos,PB,18038,2025
2512036,Poço Dantas,PB,3934,2025
2512077,Poço de José de Moura,PB,4126,2025
2512101,Pombal,PB,33866,2025
2512200,Prata,PB,4032,2025
2512309,Princesa Isabel,PB,21674,2025
2512408,Puxinanã,PB,14942,2025
2512507,Queimadas,PB,50698,2025
2512606,Quixaba,PB,1803,2025
2512705,Remígio,PB,18399,2025
2512721,Pedro Régis,PB,5932,2025
2512747,Riachão,PB,2945,2025
2512754,Riachão do Bacamarte,PB,4911,2025
2512762,Riachão do Poço,PB,4989,2025
2512788,Riacho de Santo Antônio,PB,2063,2025
2512804,Riacho dos Cavalos,PB,8788,2025
2512903,Rio Tinto,PB,25500,2025
2513000,Salgadinho,PB,3435,2025
2513109,Salgado de São Félix,PB,11741,2025
2513158,Santa Cecília,PB,8113,2025
2513208,Santa Cruz,PB,6013,2025
2513307,Santa Helena,PB,6023,2025
2513356,Santa Inês,PB,3256,2025
2513406,Santa Luzia,PB,15418,2025
2513505,Santana de Mangueira,PB,5090,2025
2513604,Santana dos Garrotes,PB,6618,2025
2513653,Joca Claudino,PB,2607,2025
2513703,Santa Rita,PB,160852,2025
2513802,Santa Teresinha,PB,4492,2025
2513851,Santo André,PB,2708,2025
2513901,São Bento,PB,33845,2025
2513927,São Bentinho,PB,4490,2025
2513943,São Domingos do Cariri,PB,2688,2025
2513968,São Domingos,PB,2624,2025
2513984,São Francisco,PB,3176,2025
2514008,São João do Cariri,PB,4345,2025
2514107,São João do Tigre,PB,4359,2025
2514206,São José da Lagoa Tapada,PB,7251,2025
2514305,São José de Caiana,PB,4966,2025
2514404,São José de Espinharas,PB,4056,2025
2514453,São José dos Ramos,PB,6137,2025
2514503,São José de Piranhas,PB,19561,2025
2514552,São José de Princesa,PB,3323,2025
2514602,São José do Bonfim,PB,3337,2025
2514651,São José do Brejo do Cruz,PB,1750,2025
2514701,São José do Sabugi,PB,4283,2025
2514800,São José dos Cordeiros,PB,3462,2025
2514909,São Mamede,PB,7629,2025
2515005,São Miguel de Taipu,PB,7307,2025
2515104,São Sebastião de Lagoa de Roça,PB,11387,2025
2515203,São Sebastião do Umbuzeiro,PB,3382,2025
2515302,Sapé,PB,53457,2025
2515401,São Vicente do Seridó,PB,10652,2025
2515500,Serra Branca,PB,14131,2025
2515609,Serra da Raiz,PB,3156,2025
2515708,Serra Grande,PB,3056,2025
2515807,Serra Redonda,PB,6975,2025
2515906,Serraria,PB,4754,2025
2515930,Sertãozinho,PB,5332,2025
2515971,Sobrado,PB,8646,2025
2516003,Solânea,PB,27748,2025
2516102,Soledade,PB,14409,2025
2516151,Sossêgo,PB,3476,2025
2516201,Sousa,PB,70066,2025
2516300,Sumé,PB,17852,2025
2516409,Tacima,PB,7794,2025
2516508,Taperoá,PB,14358,2025
2516607,Tavares,PB,14473,2025
2516706,Teixeira,PB,15129,2025
2516755,Tenório,PB,3082,2025
2516805,Triunfo,PB,10315,2025
2516904,Uiraúna,PB,15431,2025
2517001,Umbuzeiro,PB,9274,2025
2517100,Várzea,PB,2777,2025
2517209,Vieirópolis,PB,4967,2025
2517407,Zabelê,PB,2323,2025
2600054,Abreu e Lima,PE,104248,2025
2600104,Afogados da Ingazeira,PE,42672,2025
2600203,Afrânio,PE,19409,2025
2600302,Agrestina,PE,24680,2025
2600401,Água Preta,PE,26981,2025
2600500,Águas Belas,PE,43822,2025
2600609,Alagoinha,PE,14460,2025
2600708,Aliança,PE,37349,2025
2600807,Altinho,PE,21134,2025
2600906,Amaraji,PE,18335,2025
2601003,Angelim,PE,10591,2025
2601052,Araçoiaba,PE,19996,2025
2601102,Araripina,PE,90504,2025
2601201,Arcoverde,PE,82487,2025
2601300,Barra de Guabiraba,PE,12601,2025
2601409,Barreiros,PE,42083,2025
2601508,Belém de Maria,PE,10798,2025
2601607,Belém do São Francisco,PE,18648,2025
2601706,Belo Jardim,PE,84033,2025
2601805,Betânia,PE,11961,2025
2601904,Bezerros,PE,65007,2025
2602001,Bodocó,PE,36145,2025
2602100,Bom Conselho,PE,46202,2025
2602209,Bom Jardim,PE,39289,2025
2602308,Bonito,PE,39212,2025
2602407,Brejão,PE,9417,2025
2602506,Brejinho,PE,8033,2025
2602605,Brejo da Madre de Deus,PE,51308,2025
2602704,Buenos Aires,PE,13276,2025
2602803,Buíque,PE,53489,2025
2602902,Cabo de Santo Agostinho,PE,218049,2025
2603009,Cabrobó,PE,31762,2025
2603108,Cachoeirinha,PE,20673,2025
2603207,Caetés,PE,30571,2025
2603306,Calçado,PE,11453,2025
2603405,Calumbi,PE,5354,2025
2603454,Camaragibe,PE,156112,2025
2603504,Camocim de São Félix,PE,18018,2025
2603603,Camutanga,PE,7962,2025
2603702,Canhotinho,PE,25103,2025
2603801,Capoeiras,PE,18854,2025
2603900,Carnaíba,PE,19533,2025
2603926,Carnaubeira da Penha,PE,12712,2025
2604007,Carpina,PE,83482,2025
2604106,Caruaru,PE,405408,2025
2604155,Casinhas,PE,13468,2025
2604205,Catende,PE,33086,2025
2604304,Cedro,PE,10843,2025
2604403,Chã de Alegria,PE,13496,2025
2604502,Chã Grande,PE,21258,2025
2604601,Condado,PE,25416,2025
2604700,Correntes,PE,17670,2025
2604809,Cortês,PE,10426,2025
2604908,Cumaru,PE,16215,2025
2605004,Cupira,PE,24343,2025
2605103,Custódia,PE,39609,2025
2605152,Dormentes,PE,17850,2025
2605202,Escada,PE,62174,2025
2605301,Exu,PE,33486,2025
2605400,Feira Nova,PE,22222,2025
2605459,Fernando de Noronha,PE,3341,2025
2605509,Ferreiros,PE,15955,2025
2605608,Flores,PE,20776,2025
2605707,Floresta,PE,31702,2025
2605806,Frei Miguelinho,PE,14055,2025
2605905,Gameleira,PE,17583,2025
2606002,Garanhuns,PE,151803,2025
2606101,Glória do Goitá,PE,30420,2025
2606200,Goiana,PE,85497,2025
2606309,Granito,PE,7217,2025
2606408,Gravatá,PE,92429,2025
2606507,Iati,PE,17570,2025
2606606,Ibimirim,PE,28825,2025
2606705,Ibirajuba,PE,7334,2025
2606804,Igarassu,PE,123017,2025
2606903,Iguaracy,PE,11347,2025
2607000,Inajá,PE,27758,2025
2607109,Ingazeira,PE,4975,2025
2607208,Ipojuca,PE,106539,2025
2607307,Ipubi,PE,30720,2025
2607406,Itacuruba,PE,4491,2025
2607505,Itaíba,PE,33995,2025
2607604,Ilha de Itamaracá,PE,25658,2025
2607653,Itambé,PE,36652,2025
2607703,Itapetim,PE,14236,2025
2607752,Itapissuma,PE,29669,2025
2607802,Itaquitinga,PE,17142,2025
2607901,Jaboatão dos Guararapes,PE,684293,2025
2607950,Jaqueira,PE,10440,2025
2608008,Jataúba,PE,16328,2025
2608057,Jatobá,PE,14477,2025
2608107,João Alfredo,PE,28842,2025
2608206,Joaquim Nabuco,PE,13416,2025
2608255,Jucati,PE,12023,2025
2608305,Jupi,PE,16022,2025
2608404,Jurema,PE,14002,2025
2608453,Lagoa do Carro,PE,18804,2025
2608503,Lagoa de Itaenga,PE,19863,2025
2608602,Lagoa do Ouro,PE,12367,2025
2608701,Lagoa dos Gatos,PE,14333,2025
2608750,Lagoa Grande,PE,24951,2025
2608800,Lajedo,PE,41960,2025
2608909,Limoeiro,PE,59236,2025
2609006,Macaparana,PE,24642,2025
2609105,Machados,PE,11387,2025
2609154,Manari,PE,27046,2025
2609204,Maraial,PE,9322,2025
2609303,Mirandiba,PE,14605,2025
2609402,Moreno,PE,57654,2025
2609501,Nazaré da Mata,PE,32187,2025
2609600,Olinda,PE,364717,2025
2609709,Orobó,PE,22412,2025
2609808,Orocó,PE,14129,2025
2609907,Ouricuri,PE,68489,2025
2610004,Palmares,PE,56475,2025
2610103,Palmeirina,PE,7104,2025
2610202,Panelas,PE,23337,2025
2610301,Paranatama,PE,12778,2025
2610400,Parnamirim,PE,18960,2025
2610509,Passira,PE,29744,2025
2610608,Paudalho,PE,59924,2025
2610707,Paulista,PE,365144,2025
2610806,Pedra,PE,23671,2025
2610905,Pesqueira,PE,65481,2025
2611002,Petrolândia,PE,36104,2025
2611101,Petrolina,PE,418444,2025
2611200,Poção,PE,10792,2025
2611309,Pombos,PE,26942,2025
2611408,Primavera,PE,14380,2025
2611507,Quipapá,PE,17731,2025
2611533,Quixaba,PE,6753,2025
2611606,Recife,PE,1588376,2025
2611705,Riacho das Almas,PE,21490,2025
2611804,Ribeirão,PE,33843,2025
2611903,Rio Formoso,PE,20388,2025
2612000,Sairé,PE,11213,2025
2612109,Salgadinho,PE,5478,2025
2612208,Salgueiro,PE,65946,2025
2612307,Saloá,PE,14125,2025
2612406,Sanharó,PE,18812,2025
2612455,Santa Cruz,PE,14342,2025
2612471,Santa Cruz da Baixa Verde,PE,11934,2025
2612505,Santa Cruz do Capibaribe,PE,104854,2025
2612554,Santa Filomena,PE,12360,2025
2612604,Santa Maria da Boa Vista,PE,42782,2025
2612703,Santa Maria do Cambucá,PE,14586,2025
2612802,Santa Terezinha,PE,10487,2025
2612901,São Benedito do Sul,PE,13456,2025
2613008,São Bento do Una,PE,51165,2025
2613107,São Caitano,PE,39243,2025
2613206,São João,PE,24895,2025
2613305,São Joaquim do Monte,PE,20438,2025
2613404,São José da Coroa Grande,PE,19511,2025
2613503,São José do Belmonte,PE,36890,2025
2613602,São José do Egito,PE,32508,2025
2613701,São Lourenço da Mata,PE,118258,2025
2613800,São Vicente Férrer,PE,17177,2025
2613909,Serra Talhada,PE,98816,2025
2614006,Serrita,PE,18764,2025
2614105,Sertânia,PE,34271,2025
2614204,Sirinhaém,PE,39171,2025
2614303,Moreilândia,PE,10839,2025
2614402,Solidão,PE,5386,2025
2614501,Surubim,PE,67821,2025
2614600,Tabira,PE,29180,2025
2614709,Tacaimbó,PE,14330,2025
2614808,Tacaratu,PE,24898,2025
2614857,Tamandaré,PE,24670,2025
2615003,Taquaritinga do Norte,PE,25511,2025
2615102,Terezinha,PE,6853,2025
2615201,Terra Nova,PE,9231,2025
2615300,Timbaúba,PE,47312,2025
2615409,Toritama,PE,43921,2025
2615508,Tracunhaém,PE,14439,2025
2615607,Trindade,PE,32257,2025
2615706,Triunfo,PE,15141,2025
2615805,Tupanatinga,PE,28141,2025
2615904,Tuparetama,PE,8261,2025
2616001,Venturosa,PE,17563,2025
2616100,Verdejante,PE,9483,2025
2616183,Vertente do Lério,PE,7776,2025
2616209,Vertentes,PE,23127,2025
2616308,Vicência,PE,27151,2025
2616407,Vitória de Santo Antão,PE,144243,2025
2616506,Xexéu,PE,11699,2025
2700102,Água Branca,AL,19550,2025
2700201,Anadia,AL,14167,2025
2700300,Arapiraca,AL,243906,2025
2700409,Atalaia,AL,38480,2025
2700508,Barra de Santo Antônio,AL,16756,2025
2700607,Barra de São Miguel,AL,8123,2025
2700706,Batalha,AL,17103,2025
2700805,Belém,AL,4819,2025
2700904,Belo Monte,AL,5895,2025
2701001,Boca da Mata,AL,21479,2025
2701100,Branquinha,AL,9779,2025
2701209,Cacimbinhas,AL,10705,2025
2701308,Cajueiro,AL,16572,2025
2701357,Campestre,AL,6808,2025
2701407,Campo Alegre,AL,32558,2025
2701506,Campo Grande,AL,8285,2025
2701605,Canapi,AL,15730,2025
2701704,Capela,AL,15051,2025
2701803,Carneiros,AL,9206,2025
2701902,Chã Preta,AL,6000,2025
2702009,Coité do Nóia,AL,11036,2025
2702108,Colônia Leopoldina,AL,15915,2025
2702207,Coqueiro Seco,AL,5701,2025
2702306,Coruripe,AL,51784,2025
2702355,Craíbas,AL,26144,2025
2702405,Delmiro Gouveia,AL,52845,2025
2702504,Dois Riachos,AL,9898,2025
2702553,Estrela de Alagoas,AL,15688,2025
2702603,Feira Grande,AL,23204,2025
2702702,Feliz Deserto,AL,4035,2025
2702801,Flexeiras,AL,9745,2025
2702900,Girau do Ponciano,AL,37337,2025
2703007,Ibateguara,AL,13982,2025
2703106,Igaci,AL,24445,2025
2703205,Igreja Nova,AL,22113,2025
2703304,Inhapi,AL,15396,2025
2703403,Jacaré dos Homens,AL,5180,2025
2703502,Jacuípe,AL,5419,2025
2703601,Japaratinga,AL,9457,2025
2703700,Jaramataia,AL,5069,2025
2703759,Jequiá da Praia,AL,9607,2025
2703809,Joaquim Gomes,AL,17342,2025
2703908,Jundiá,AL,4175,2025
2704005,Junqueiro,AL,24382,2025
2704104,Lagoa da Canoa,AL,18836,2025
2704203,Limoeiro de Anadia,AL,25184,2025
2704302,Maceió,AL,994952,2025
2704401,Major Isidoro,AL,17828,2025
2704500,Maragogi,AL,33269,2025
2704609,Maravilha,AL,9709,2025
2704708,Marechal Deodoro,AL,62477,2025
2704807,Maribondo,AL,13970,2025
2704906,Mar Vermelho,AL,3208,2025
2705002,Mata Grande,AL,22126,2025
2705101,Matriz de Camaragibe,AL,24331,2025
2705200,Messias,AL,15706,2025
2705309,Minador do Negrão,AL,4935,2025
2705408,Monteirópolis,AL,7344,2025
2705507,Murici,AL,25926,2025
2705606,Novo Lino,AL,10285,2025
2705705,Olho d'Água das Flores,AL,21135,2025
2705804,Olho d'Água do Casado,AL,8522,2025
2705903,Olho d'Água Grande,AL,4381,2025
2706000,Olivença,AL,11047,2025
2706109,Ouro Branco,AL,11706,2025
2706208,Palestina,AL,4408,2025
2706307,Palmeira dos Índios,AL,73621,2025
2706406,Pão de Açúcar,AL,24291,2025
2706422,Pariconha,AL,10807,2025
2706448,Paripueira,AL,14199,2025
2706505,Passo de Camaragibe,AL,14070,2025
2706604,Paulo Jacinto,AL,6691,2025
2706703,Penedo,AL,60185,2025
2706802,Piaçabuçu,AL,16192,2025
2706901,Pilar,AL,36525,2025
2707008,Pindoba,AL,2786,2025
2707107,Piranhas,AL,23053,2025
2707206,Poço das Trincheiras,AL,12965,2025
2707305,Porto Calvo,AL,24509,2025
2707404,Porto de Pedras,AL,9517,2025
2707503,Porto Real do Colégio,AL,20273,2025
2707602,Quebrangulo,AL,11303,2025
2707701,Rio Largo,AL,97658,2025
2707800,Roteiro,AL,6606,2025
2707909,Santa Luzia do Norte,AL,7066,2025
2708006,Santana do Ipanema,AL,47418,2025
2708105,Santana do Mundaú,AL,11572,2025
2708204,São Brás,AL,6557,2025
2708303,São José da Laje,AL,21180,2025
2708402,São José da Tapera,AL,31569,2025
2708501,São Luís do Quitunde,AL,31785,2025
2708600,São Miguel dos Campos,AL,53380,2025
2708709,São Miguel dos Milagres,AL,8700,2025
2708808,São Sebastião,AL,32707,2025
2708907,Satuba,AL,25105,2025
2708956,Senador Rui Palmeira,AL,12545,2025
2709004,Tanque d'Arca,AL,5906,2025
2709103,Taquarana,AL,19428,2025
2709152,Teotônio Vilela,AL,39143,2025
2709202,Traipu,AL,24106,2025
2709301,União dos Palmares,AL,60860,2025
2709400,Viçosa,AL,24414,2025
2800100,Amparo do São Francisco,SE,2202,2025
2800209,Aquidabã,SE,20556,2025
2800308,Aracaju,SE,630932,2025
2800407,Arauá,SE,10464,2025
2800506,Areia Branca,SE,18626,2025
2800605,Barra dos Coqueiros,SE,45175,2025
2800670,Boquim,SE,25007,2025
2800704,Brejo Grande,SE,8025,2025
2801009,Campo do Brito,SE,18719,2025
2801108,Canhoba,SE,3850,2025
2801207,Canindé de São Francisco,SE,33641,2025
2801306,Capela,SE,32783,2025
2801405,Carira,SE,20314,2025
2801504,Carmópolis,SE,14203,2025
2801603,Cedro de São João,SE,5474,2025
2801702,Cristinápolis,SE,17594,2025
2801900,Cumbe,SE,3872,2025
2802007,Divina Pastora,SE,4436,2025
2802106,Estância,SE,67060,2025
2802205,Feira Nova,SE,6358,2025
2802304,Frei Paulo,SE,14921,2025
2802403,Gararu,SE,11294,2025
2802502,General Maynard,SE,3118,2025
2802601,Graccho Cardoso,SE,5910,2025
2802700,Ilha das Flores,SE,8499,2025
2802809,Indiaroba,SE,16991,2025
2802908,Itabaiana,SE,109250,2025
2803005,Itabaianinha,SE,42230,2025
2803104,Itabi,SE,4816,2025
2803203,Itaporanga d'Ajuda,SE,36074,2025
2803302,Japaratuba,SE,16451,2025
2803401,Japoatã,SE,13723,2025
2803500,Lagarto,SE,105957,2025
2803609,Laranjeiras,SE,24047,2025
2803708,Macambira,SE,7048,2025
2803807,Malhada dos Bois,SE,3674,2025
2803906,Malhador,SE,11712,2025
2804003,Maruim,SE,15956,2025
2804102,Moita Bonita,SE,11297,2025
2804201,Monte Alegre de Sergipe,SE,14781,2025
2804300,Muribeca,SE,8059,2025
2804409,Neópolis,SE,16473,2025
2804458,Nossa Senhora Aparecida,SE,9534,2025
2804508,Nossa Senhora da Glória,SE,43686,2025
2804607,Nossa Senhora das Dores,SE,25569,2025
2804706,Nossa Senhora de Lourdes,SE,6409,2025
2804805,Nossa Senhora do Socorro,SE,204081,2025
2804904,Pacatuba,SE,12690,2025
2805000,Pedra Mole,SE,2811,2025
2805109,Pedrinhas,SE,7355,2025
2805208,Pinhão,SE,5759,2025
2805307,Pirambu,SE,8021,2025
2805406,Poço Redondo,SE,29238,2025
2805505,Poço Verde,SE,22217,2025
2805604,Porto da Folha,SE,27348,2025
2805703,Propriá,SE,27213,2025
2805802,Riachão do Dantas,SE,18541,2025
2805901,Riachuelo,SE,8853,2025
2806008,Ribeirópolis,SE,17365,2025
2806107,Rosário do Catete,SE,9507,2025
2806206,Salgado,SE,20825,2025
2806305,Santa Luzia do Itanhy,SE,14003,2025
2806404,Santana do São Francisco,SE,7549,2025
2806503,Santa Rosa de Lima,SE,4049,2025
2806602,Santo Amaro das Brotas,SE,11289,2025
2806701,São Cristóvão,SE,101213,2025
2806800,São Domingos,SE,10559,2025
2806909,São Francisco,SE,3330,2025
2807006,São Miguel do Aleixo,SE,3471,2025
2807105,Simão Dias,SE,44503,2025
2807204,Siriri,SE,7981,2025
2807303,Telha,SE,3389,2025
2807402,Tobias Barreto,SE,52783,2025
2807501,Tomar do Geru,SE,12094,2025
2807600,Umbaúba,SE,24618,2025
2900108,Abaíra,BA,7407,2025
2900207,Abaré,BA,18269,2025
2900306,Acajutiba,BA,14200,2025
2900355,Adustina,BA,14510,2025
2900405,Água Fria,BA,14833,2025
2900504,Érico Cardoso,BA,10947,2025
2900603,Aiquara,BA,4583,2025
2900702,Alagoinhas,BA,161196,2025
2900801,Alcobaça,BA,25601,2025
2900900,Almadina,BA,5296,2025
2901007,Amargosa,BA,38585,2025
2901106,Amélia Rodrigues,BA,24830,2025
2901155,América Dourada,BA,15572,2025
2901205,Anagé,BA,26745,2025
2901304,Andaraí,BA,13545,2025
2901353,Andorinha,BA,15491,2025
2901403,Angical,BA,14178,2025
2901502,Anguera,BA,11490,2025
2901601,Antas,BA,14984,2025
2901700,Antônio Cardoso,BA,11498,2025
2901809,Antônio Gonçalves,BA,11248,2025
2901908,Aporá,BA,16361,2025
2901957,Apuarema,BA,7101,2025
2902005,Aracatu,BA,14440,2025
2902054,Araçás,BA,11953,2025
2902104,Araci,BA,50308,2025
2902203,Aramari,BA,10106,2025
2902252,Arataca,BA,10433,2025
2902302,Aratuípe,BA,8993,2025
2902401,Aurelino Leal,BA,11339,2025
2902500,Baianópolis,BA,14138,2025
2902609,Baixa Grande,BA,18628,2025
2902658,Banzaê,BA,12288,2025
2902708,Barra,BA,53642,2025
2902807,Barra da Estiva,BA,27743,2025
2902906,Barra do Choça,BA,38581,2025
2903003,Barra do Mendes,BA,14376,2025
2903102,Barra do Rocha,BA,5898,2025
2903201,Barreiras,BA,171634,2025
2903235,Barro Alto,BA,13922,2025
2903276,Barrocas,BA,15780,2025
2903300,Barro Preto,BA,5936,2025
2903409,Belmonte,BA,20527,2025
2903508,Belo Campo,BA,19074,2025
2903607,Biritinga,BA,15603,2025
2903706,Boa Nova,BA,14008,2025
2903805,Boa Vista do Tupim,BA,17262,2025
2903904,Bom Jesus da Lapa,BA,68866,2025
2903953,Bom Jesus da Serra,BA,10018,2025
2904001,Boninal,BA,14125,2025
2904050,Bonito,BA,16425,2025
2904100,Boquira,BA,19782,2025
2904209,Botuporã,BA,11427,2025
2904308,Brejões,BA,13224,2025
2904407,Brejolândia,BA,9363,2025
2904506,Brotas de Macaúbas,BA,12180,2025
2904605,Brumado,BA,74368,2025
2904704,Buerarema,BA,14950,2025
2904753,Buritirama,BA,20221,2025
2904803,Caatiba,BA,6128,2025
2904852,Cabaceiras do Paraguaçu,BA,17024,2025
2904902,Cachoeira,BA,30498,2025
2905008,Caculé,BA,23293,2025
2905107,Caém,BA,10733,2025
2905156,Caetanos,BA,11432,2025
2905206,Caetité,BA,54730,2025
2905305,Cafarnaum,BA,18057,2025
2905404,Cairu,BA,18578,2025
2905503,Caldeirão Grande,BA,13597,2025
2905602,Camacan,BA,22485,2025
2905701,Camaçari,BA,321636,2025
2905800,Camamu,BA,31694,2025
2905909,Campo Alegre de Lourdes,BA,32500,2025
2906006,Campo Formoso,BA,75112,2025
2906105,Canápolis,BA,10641,2025
2906204,Canarana,BA,25007,2025
2906303,Canavieiras,BA,34392,2025
2906402,Candeal,BA,7940,2025
2906501,Candeias,BA,74854,2025
2906600,Candiba,BA,13417,2025
2906709,Cândido Sales,BA,26469,2025
2906808,Cansanção,BA,39725,2025
2906824,Canudos,BA,16693,2025
2906857,Capela do Alto Alegre,BA,11035,2025
2906873,Capim Grosso,BA,35437,2025
2906899,Caraíbas,BA,10259,2025
2906907,Caravelas,BA,21384,2025
2907004,Cardeal da Silva,BA,8633,2025
2907103,Carinhanha,BA,30439,2025
2907202,Casa Nova,BA,76131,2025
2907301,Castro Alves,BA,25470,2025
2907400,Catolândia,BA,3567,2025
2907509,Catu,BA,50109,2025
2907558,Caturama,BA,9108,2025
2907608,Central,BA,16847,2025
2907707,Chorrochó,BA,10933,2025
2907806,Cícero Dantas,BA,32292,2025
2907905,Cipó,BA,17875,2025
2908002,Coaraci,BA,17557,2025
2908101,Cocos,BA,19865,2025
2908200,Conceição da Feira,BA,21529,2025
2908309,Conceição do Almeida,BA,16134,2025
2908408,Conceição do Coité,BA,71601,2025
2908507,Conceição do Jacuípe,BA,37622,2025
2908606,Conde,BA,24460,2025
2908705,Condeúba,BA,17567,2025
2908804,Contendas do Sincorá,BA,4499,2025
2908903,Coração de Maria,BA,28408,2025
2909000,Cordeiros,BA,7748,2025
2909109,Coribe,BA,14463,2025
2909208,Coronel João Sá,BA,17598,2025
2909307,Correntina,BA,34266,2025
2909406,Cotegipe,BA,13463,2025
2909505,Cravolândia,BA,4491,2025
2909604,Crisópolis,BA,20346,2025
2909703,Cristópolis,BA,14549,2025
2909802,Cruz das Almas,BA,63326,2025
2909901,Curaçá,BA,36127,2025
2910008,Dário Meira,BA,11054,2025
2910057,Dias d'Ávila,BA,75296,2025
2910107,Dom Basílio,BA,12329,2025
2910206,Dom Macedo Costa,BA,4608,2025
2910305,Elísio Medrado,BA,8069,2025
2910404,Encruzilhada,BA,19450,2025
2910503,Entre Rios,BA,39890,2025
2910602,Esplanada,BA,34163,2025
2910701,Euclides da Cunha,BA,64768,2025
2910727,Eunápolis,BA,121067,2025
2910750,Fátima,BA,18480,2025
2910776,Feira da Mata,BA,5831,2025
2910800,Feira de Santana,BA,660806,2025
2910859,Filadélfia,BA,18637,2025
2910909,Firmino Alves,BA,4993,2025
2911006,Floresta Azul,BA,11455,2025
2911105,Formosa do Rio Preto,BA,27567,2025
2911204,Gandu,BA,34051,2025
2911253,Gavião,BA,4489,2025
2911303,Gentio do Ouro,BA,11276,2025
2911402,Glória,BA,16107,2025
2911501,Gongogi,BA,5479,2025
2911600,Governador Mangabeira,BA,21353,2025
2911659,Guajeru,BA,8177,2025
2911709,Guanambi,BA,93488,2025
2911808,Guaratinga,BA,19413,2025
2911857,Heliópolis,BA,13055,2025
2911907,Iaçu,BA,25315,2025
2912004,Ibiassucê,BA,10746,2025
2912103,Ibicaraí,BA,22131,2025
2912202,Ibicoara,BA,21827,2025
2912301,Ibicuí,BA,14264,2025
2912400,Ibipeba,BA,17134,2025
2912509,Ibipitanga,BA,14317,2025
2912608,Ibiquera,BA,3833,2025
2912707,Ibirapitanga,BA,26917,2025
2912806,Ibirapuã,BA,9297,2025
2912905,Ibirataia,BA,19377,2025
2913002,Ibitiara,BA,15049,2025
2913101,Ibititá,BA,17517,2025
2913200,Ibotirama,BA,27723,2025
2913309,Ichu,BA,6428,2025
2913408,Igaporã,BA,16069,2025
2913457,Igrapiúna,BA,13501,2025
2913507,Iguaí,BA,21763,2025
2913606,Ilhéus,BA,189149,2025
2913705,Inhambupe,BA,35390,2025
2913804,Ipecaetá,BA,14016,2025
2913903,Ipiaú,BA,42429,2025
2914000,Ipirá,BA,59222,2025
2914109,Ipupiara,BA,10349,2025
2914208,Irajuba,BA,6232,2025
2914307,Iramaia,BA,11038,2025
2914406,Iraquara,BA,24833,2025
2914505,Irará,BA,29572,2025
2914604,Irecê,BA,78781,2025
2914653,Itabela,BA,29588,2025
2914703,Itaberaba,BA,68425,2025
2914802,Itabuna,BA,196344,2025
2914901,Itacaré,BA,29496,2025
2915007,Itaeté,BA,13775,2025
2915106,Itagi,BA,14347,2025
2915205,Itagibá,BA,15796,2025
2915304,Itagimirim,BA,6490,2025
2915353,Itaguaçu da Bahia,BA,12669,2025
2915403,Itaju do Colônia,BA,6118,2025
2915502,Itajuípe,BA,19191,2025
2915601,Itamaraju,BA,61999,2025
2915700,Itamari,BA,7187,2025
2915809,Itambé,BA,25088,2025
2915908,Itanagra,BA,6078,2025
2916005,Itanhém,BA,18203,2025
2916104,Itaparica,BA,20353,2025
2916203,Itapé,BA,10649,2025
2916302,Itapebi,BA,9464,2025
2916401,Itapetinga,BA,68724,2025
2916500,Itapicuru,BA,33284,2025
2916609,Itapitanga,BA,10640,2025
2916708,Itaquara,BA,8464,2025
2916807,Itarantim,BA,17485,2025
2916856,Itatim,BA,16454,2025
2916906,Itiruçu,BA,11211,2025
2917003,Itiúba,BA,35490,2025
2917102,Itororó,BA,16849,2025
2917201,Ituaçu,BA,18506,2025
2917300,Ituberá,BA,22154,2025
2917334,Iuiu,BA,11559,2025
2917359,Jaborandi,BA,9600,2025
2917409,Jacaraci,BA,14910,2025
2917508,Jacobina,BA,86896,2025
2917607,Jaguaquara,BA,47624,2025
2917706,Jaguarari,BA,34528,2025
2917805,Jaguaripe,BA,18349,2025
