regiao_res,regiao_int,mes,internacoes,evasao_regional
9ª Região - PB,6ª Região - PB,4,46,True
9ª Região - PB,6ª Região - PB,5,67,True
9ª Região - PB,6ª Região - PB,6,50,True
9ª Região - PB,6ª Região - PB,7,58,True
9ª Região - PB,6ª Região - PB,8,63,True
9ª Região - PB,6ª Região - PB,9,45,True
9ª Região - PB,6ª Região - PB,10,64,True
9ª Região - PB,6ª Região - PB,11,55,True
9ª Região - PB,6ª Região - PB,12,44,True
9ª Região - PB,7ª Região - PB,1,4,True
9ª Região - PB,7ª Região - PB,2,2,True
9ª Região - PB,7ª Região - PB,3,1,True
9ª Região - PB,7ª Região - PB,4,2,True
9ª Região - PB,7ª Região - PB,5,4,True
9ª Região - PB,7ª Região - PB,6,3,True
9ª Região - PB,7ª Região - PB,7,2,True
9ª Região - PB,7ª Região - PB,9,3,True
9ª Região - PB,7ª Região - PB,10,1,True
9ª Região - PB,7ª Região - PB,11,3,True
9ª Região - PB,7ª Região - PB,12,2,True
9ª Região - PB,8ª Região - PB,1,2,True
9ª Região - PB,8ª Região - PB,2,8,True
9ª Região - PB,8ª Região - PB,3,5,True
9ª Região - PB,8ª Região - PB,4,8,True
9ª Região - PB,8ª Região - PB,5,6,True
9ª Região - PB,8ª Região - PB,6,3,True
9ª Região - PB,8ª Região - PB,7,6,True
9ª Região - PB,8ª Região - PB,8,15,True
9ª Região - PB,8ª Região - PB,9,10,True
9ª Região - PB,8ª Região - PB,10,4,True
9ª Região - PB,8ª Região - PB,11,1,True
9ª Região - PB,8ª Região - PB,12,3,True
9ª Região - PB,9ª Região - PB,1,769,False
9ª Região - PB,9ª Região - PB,2,735,False
9ª Região - PB,9ª Região - PB,3,832,False
9ª Região - PB,9ª Região - PB,4,956,False
9ª Região - PB,9ª Região - PB,5,919,False
9ª Região - PB,9ª Região - PB,6,906,False
9ª Região - PB,9ª Região - PB,7,929,False
9ª Região - PB,9ª Região - PB,8,887,False
9ª Região - PB,9ª Região - PB,9,914,False
9ª Região - PB,9ª Região - PB,10,876,False
9ª Região - PB,9ª Região - PB,11,899,False
9ª Região - PB,9ª Região - PB,12,871,False
Fora da PB,10ª Região - PB,3,1,True
Fora da PB,10ª Região - PB,5,1,True
Fora da PB,10ª Região - PB,7,2,True
Fora da PB,10ª Região - PB,8,1,True
Fora da PB,10ª Região - PB,11,1,True
Fora da PB,10ª Região - PB,12,1,True
Fora da PB,11ª Região - PB,1,1,True
Fora da PB,11ª Região - PB,3,1,True
Fora da PB,11ª Região - PB,5,1,True
Fora da PB,11ª Região - PB,6,1,True
Fora da PB,11ª Região - PB,7,3,True
Fora da PB,11ª Região - PB,8,2,True
Fora da PB,11ª Região - PB,11,2,True
Fora da PB,11ª Região - PB,12,1,True
Fora da PB,12ª Região - PB,1,2,True
Fora da PB,12ª Região - PB,2,3,True
Fora da PB,12ª Região - PB,3,3,True
Fora da PB,12ª Região - PB,4,2,True
Fora da PB,12ª Região - PB,5,3,True
Fora da PB,12ª Região - PB,6,4,True
Fora da PB,12ª Região - PB,7,2,True
Fora da PB,12ª Região - PB,8,5,True
Fora da PB,12ª Região - PB,9,3,True
Fora da PB,12ª Região - PB,10,3,True
Fora da PB,12ª Região - PB,11,1,True
Fora da PB,12ª Região - PB,12,2,True
Fora da PB,13ª Região - PB,1,2,True
Fora da PB,13ª Região - PB,2,1,True
Fora da PB,13ª Região - PB,4,1,True
Fora da PB,13ª Região - PB,5,1,True
Fora da PB,13ª Região - PB,7,3,True
Fora da PB,13ª Região - PB,8,8,True
Fora da PB,13ª Região - PB,9,1,True
Fora da PB,13ª Região - PB,10,2,True
Fora da PB,13ª Região - PB,11,2,True
Fora da PB,13ª Região - PB,12,3,True
Fora da PB,14ª Região - PB,1,2,True
Fora da PB,14ª Região - PB,2,1,True
Fora da PB,14ª Região - PB,4,2,True
Fora da PB,14ª Região - PB,5,1,True
Fora da PB,14ª Região - PB,7,1,True
Fora da PB,14ª Região - PB,8,1,True
Fora da PB,14ª Região - PB,9,2,True
Fora da PB,14ª Região - PB,10,6,True
Fora da PB,14ª Região - PB,11,1,True
Fora da PB,14ª Região - PB,12,3,True
Fora da PB,15ª Região - PB,5,1,True
Fora da PB,15ª Região - PB,6,1,True
Fora da PB,15ª Região - PB,7,1,True
Fora da PB,15ª Região - PB,8,2,True
Fora da PB,15ª Região - PB,10,1,True
Fora da PB,16ª Região - PB,1,22,True
Fora da PB,16ª Região - PB,2,21,True
Fora da PB,16ª Região - PB,3,23,True
Fora da PB,16ª Região - PB,4,26,True
Fora da PB,16ª Região - PB,5,23,True
Fora da PB,16ª Região - PB,6,36,True
Fora da PB,16ª Região - PB,7,32,True
Fora da PB,16ª Região - PB,8,34,True
Fora da PB,16ª Região - PB,9,33,True
Fora da PB,16ª Região - PB,10,36,True
Fora da PB,16ª Região - PB,11,28,True
Fora da PB,16ª Região - PB,12,25,True
Fora da PB,1ª Região Mata Atlântica - PB,1,74,True
Fora da PB,1ª Região Mata Atlântica - PB,2,64,True
Fora da PB,1ª Região Mata Atlântica - PB,3,57,True
Fora da PB,1ª Região Mata Atlântica - PB,4,74,True
Fora da PB,1ª Região Mata Atlântica - PB,5,56,True
Fora da PB,1ª Região Mata Atlântica - PB,6,52,True
Fora da PB,1ª Região Mata Atlântica - PB,7,60,True
Fora da PB,1ª Região Mata Atlântica - PB,8,64,True
Fora da PB,1ª Região Mata Atlântica - PB,9,67,True
Fora da PB,1ª Região Mata Atlântica - PB,10,59,True
Fora da PB,1ª Região Mata Atlântica - PB,11,63,True
Fora da PB,1ª Região Mata Atlântica - PB,12,72,True
Fora da PB,2ª Região - PB,1,1,True
Fora da PB,2ª Região - PB,2,1,True
Fora da PB,2ª Região - PB,3,1,True
Fora da PB,2ª Região - PB,7,1,True
Fora da PB,2ª Região - PB,8,1,True
Fora da PB,2ª Região - PB,12,2,True
Fora da PB,4ª Região - PB,1,1,True
Fora da PB,4ª Região - PB,3,1,True
Fora da PB,4ª Região - PB,5,2,True
Fora da PB,4ª Região - PB,6,1,True
Fora da PB,4ª Região - PB,8,3,True
Fora da PB,4ª Região - PB,9,1,True
Fora da PB,4ª Região - PB,11,1,True
Fora da PB,5ª Região - PB,1,11,True
Fora da PB,5ª Região - PB,2,12,True
Fora da PB,5ª Região - PB,3,14,True
Fora da PB,5ª Região - PB,4,11,True
Fora da PB,5ª Região - PB,5,11,True
Fora da PB,5ª Região - PB,6,5,True
Fora da PB,5ª Região - PB,7,8,True
Fora da PB,5ª Região - PB,8,11,True
Fora da PB,5ª Região - PB,9,16,True
Fora da PB,5ª Região - PB,10,13,True
Fora da PB,5ª Região - PB,11,20,True
Fora da PB,5ª Região - PB,12,19,True
Fora da PB,6ª Região - PB,2,2,True
Fora da PB,6ª Região - PB,3,4,True
Fora da PB,6ª Região - PB,4,3,True
Fora da PB,6ª Região - PB,5,3,True
Fora da PB,6ª Região - PB,6,1,True
Fora da PB,6ª Região - PB,7,2,True
Fora da PB,6ª Região - PB,8,1,True
Fora da PB,6ª Região - PB,10,2,True
Fora da PB,6ª Região - PB,11,2,True
Fora da PB,6ª Região - PB,12,1,True
Fora da PB,7ª Região - PB,1,2,True
Fora da PB,7ª Região - PB,2,4,True
Fora da PB,7ª Região - PB,7,1,True
Fora da PB,7ª Região - PB,9,1,True
Fora da PB,7ª Região - PB,11,1,True
Fora da PB,7ª Região - PB,12,1,True
Fora da PB,8ª Região - PB,1,2,True
Fora da PB,8ª Região - PB,2,4,True
Fora da PB,8ª Região - PB,3,2,True
Fora da PB,8ª Região - PB,4,3,True
Fora da PB,8ª Região - PB,6,6,True
Fora da PB,8ª Região - PB,7,1,True
Fora da PB,8ª Região - PB,8,3,True
Fora da PB,8ª Região - PB,9,3,True
Fora da PB,8ª Região - PB,10,5,True
Fora da PB,8ª Região - PB,11,1,True
Fora da PB,8ª Região - PB,12,3,True
Fora da PB,9ª Região - PB,1,3,True
Fora da PB,9ª Região - PB,2,4,True
Fora da PB,9ª Região - PB,3,2,True
Fora da PB,9ª Região - PB,4,7,True
Fora da PB,9ª Região - PB,5,9,True
Fora da PB,9ª Região - PB,6,3,True
Fora da PB,9ª Região - PB,7,9,True
Fora da PB,9ª Região - PB,8,7,True
Fora da PB,9ª Região - PB,9,4,True
Fora da PB,9ª Região - PB,10,8,True
Fora da PB,9ª Região - PB,11,7,True
Fora da PB,9ª Região - PB,12,4,True
